DESeq2_PDX3_CBAM44728_MLL-AF10_MEN1-WT_vehicle vs. MEN1-WT_VTP50469,Gene,log2FC,padj
,KCNQ1,1.200110728,6.99E-11
,TRAPPC3,0.018043797,0.922403536
,THRAP3,-0.171779807,0.063864527
,PHPT1,0.227808946,0.231192122
,ENTPD2,NA,NA
,LY75,0.301770539,0.046894367
,ARID4B,0.095318721,0.566396692
,OPN3,0.015150373,0.971705697
,SDCCAG8,0.640277322,0.0001198
,PTPRN,-0.063069214,0.935159019
,HHAT,-0.379304185,0.039041992
,KIF1B,0.149216964,0.29027377
,FOXC1,-0.442968185,0.525637731
,TBC1D22A,0.18626116,0.213313843
,SYNE2,-1.062930787,0.037920443
,PLEKHH1,-2.283806047,1.44E-23
,ATP9A,0.14100356,0.851415741
,SPO11,NA,NA
,CBLN4,NA,NA
,CHRDL2,-0.079691644,NA
,FAM168A,-0.011945974,0.960473317
,RELT,0.359522619,0.006209783
,GALC,-0.024046347,0.918943429
,NOP58,-0.46035846,1.12E-06
,SZRD1,-0.316930302,0.010067902
,KCNH2,-1.64716434,0.000401993
,CUL1,0.600243406,0.00378596
,FAM114A2,-0.219979934,0.107594946
,CYFIP2,-0.114219165,0.803593861
,TAB2,0.388876847,0.001500099
,GINM1,0.261326187,0.090082615
,EIF2AK2,0.747361572,8.19E-13
,AC022966.1,-0.113646202,0.456684984
,KMT2C,0.214490911,0.074512293
,MCOLN3,-2.361941296,1.97E-10
,CCDC85A,-2.011322652,1.03E-05
,PUM2,-0.093177863,0.551412559
,MRPL43,0.119336348,0.655478254
,ITIH4,-0.054303927,0.85524502
,ITIH1,1.329731991,0.006797945
,HPF1,-0.494429292,0.000133822
,ZFR,0.251921081,0.057454735
,ZNF280C,0.177610715,0.522967322
,NPFFR2,NA,NA
,PHF21B,0.04791015,0.961687817
,TRAF1,0.39248459,0.016051328
,RC3H2,0.420452353,0.002417768
,IL17RB,-0.222434645,0.464727848
,TRAF3IP2,1.521961714,3.02E-09
,GYG2,-1.759997919,3.63E-18
,DCBLD2,-0.310373537,0.138045425
,SERPINB3,NA,NA
,SOAT1,0.837991099,9.05E-17
,PKP2,1.318724463,0.002236233
,MSH4,-0.325859548,0.508628708
,F7,NA,NA
,GDI2,0.132900412,0.274936801
,PRDM1,-0.712687461,0.000427451
,ATG5,-0.135310624,0.420773532
,TMCC3,2.171738117,3.30E-10
,PITHD1,-0.303181491,0.004098083
,MTA3,-0.188820743,0.298881439
,USP13,-0.327424629,0.045126735
,ATP11B,0.69387523,8.37E-07
,LAMC2,-0.133884118,NA
,CDK14,-1.516790682,1.75E-18
,SEC61A1,-0.126538867,0.317468508
,PPP1R12A,-0.129595858,0.233214626
,RASGRF1,0.926710767,0.052929392
,CAMK2B,-1.144133388,0.011130266
,CROCC,-0.377707311,0.022876721
,POLR3E,-0.069871216,0.69552967
,ATP2B4,0.498592237,1.91E-06
,ZC3H11A,0.056771698,0.957217944
,RIOK2,-0.038735003,0.861462256
,YIPF1,0.070398781,0.716173257
,NDC1,-0.335777086,0.006452137
,DGKG,1.118634419,1.27E-22
,FLYWCH1,1.425616924,2.78E-36
,UNKL,0.273195082,0.140388398
,TBXAS1,0.973243141,4.59E-22
,PARP12,-0.001068813,0.995199174
,ALDH18A1,-0.984618208,9.65E-15
,TARBP1,0.474403502,1.60E-05
,GATB,-0.381646114,0.003168041
,MXD1,0.267160315,0.490748872
,CDK17,-0.109832235,0.539753545
,DNAJC25,-0.20551332,0.359676067
,SLC2A3,1.3960238,1.09E-25
,PSD,0.43722363,0.348584585
,CTDP1,0.03627244,0.880710067
,YBX3,-0.333711489,0.000424758
,STYK1,-1.755423299,5.88E-09
,WNK1,0.179140458,0.253047108
,RPS17P5,0.812892486,0.098868752
,CCAR1,-0.375270898,9.20E-07
,OGFR,0.46555838,2.34E-06
,GNA15,-0.102740068,0.580863646
,CREB3L3,0.131852969,NA
,PIGV,0.179009861,0.255138408
,PTPRU,0.445125412,0.022660189
,SNRNP40,-0.591877968,3.69E-13
,RIMBP2,0.005132131,NA
,COL11A1,-0.179954575,NA
,QSER1,0.082692965,0.705494006
,MPC1,0.484694269,5.23E-05
,ACAA1,0.403735983,0.000851241
,BCAT1,-3.19871572,6.90E-28
,HDAC7,-0.285898867,0.011763353
,LZTS1,-1.523095693,0.000265955
,PRDM6,-0.460392837,0.510847235
,WNT8A,0.103686873,NA
,SPAG4,-0.849939429,0.004770108
,NCKAP1,0.507840536,NA
,MRPS35,-0.265861564,0.053001981
,GUCY1B1,-2.3986474,1.28E-28
,SFSWAP,-0.086710711,0.447957888
,TNK2,0.565421918,7.41E-05
,MON2,0.386332363,0.001728344
,CDH3,0.378620031,0.540523194
,ARSF,-1.620511783,0.001108881
,GPBP1,-0.008155039,0.968422682
,DGAT2,0.928781879,1.89E-06
,ZNF112,0.041983092,NA
,CS,0.274809924,0.000391722
,LTK,-0.160541073,0.664369065
,MRPS24,-0.538551273,0.000908431
,ELMO2,0.134725966,0.381092187
,WAPL,0.287625932,0.023912788
,VMP1,0.997816008,6.95E-23
,APPBP2,0.28603296,0.0381465
,POLD1,-0.841918824,3.31E-12
,SEZ6,0.437319276,0.46685605
,EIF4B,0.299588317,0.000120676
,SLC6A16,1.068715683,0.00090578
,BICRA,0.201900309,0.318000451
,SPHK2,0.00953888,0.976251473
,RPL18,0.199234234,0.096381371
,CA11,0.356499086,0.567577413
,ISOC2,0.06449019,0.808439098
,U2AF2,-0.331144617,0.006561993
,EPN1,-0.112360176,0.496877894
,MED29,-0.0258575,0.905255913
,AHRR,-2.012207305,1.37E-05
,GSC2,NA,NA
,ZNF275,0.123845865,0.567917626
,MTMR1,0.712616815,5.19E-07
,GPC1,-0.746034523,1.21E-05
,ADCK1,0.047004594,0.878762114
,HAGH,0.510297981,0.001414851
,RNF4,-0.037125481,0.830637517
,CASP8,0.626697009,5.03E-09
,LIMCH1,0.78231867,0.172346525
,INTS13,-0.443537565,5.96E-05
,TM7SF3,-0.156950522,0.29708451
,DLX3,0.041983092,NA
,SPA17,-0.646080023,0.085369168
,TSPAN32,0.699902351,1.71E-07
,CCN5,0.003055091,NA
,DMRT3,-0.060055527,0.954474581
,ST3GAL6,1.177120624,1.82E-29
,ATP2C2,0.866835301,0.129292309
,NGFR,0,NA
,CDON,0.142972545,0.781321246
,TAF2,-0.115207068,0.526427798
,HIPK2,1.647201006,3.37E-52
,TNPO3,0.05351483,0.763974108
,RFXANK,-0.368397406,0.011925432
,TMEM161A,-0.614630482,0.000414324
,LPAR2,0.653725536,2.72E-06
,CTSA,-0.117226627,0.375429575
,SUGP2,0.143247509,0.160565913
,SLC12A2,-1.206627434,1.52E-11
,SNX24,-1.301937316,1.43E-13
,EYA2,0.010224812,NA
,CNN2,-0.407487126,1.03E-05
,ABCA7,0.001990075,0.993320291
,SNCAIP,0,NA
,DDX20,-0.232758747,0.061059741
,BTBD1,0.140621349,0.331697627
,FAR2,-2.109088587,1.64E-49
,BCAS1,1.689045777,0.000117964
,POU1F1,0.106675493,0.884498694
,CHI3L2,0.34522754,0.405871274
,SBNO2,0.443053812,0.000390812
,PMS1,-0.351610566,0.001970486
,HMG20B,-0.065161523,0.714365496
,CALCRL,-0.052182368,0.955235151
,TAF11,-0.209547222,0.141894577
,ANKS1A,0.087170381,0.56291292
,AP3D1,0.151851817,0.211076337
,ZNF76,0.254983898,0.031915114
,SLC9A3R2,0.312781305,0.669638215
,NTHL1,-1.158774474,8.22E-08
,UHRF1BP1,0.403985694,0.001924695
,GNAI3,0.048542619,0.796431261
,IPO5,-0.280439229,0.01242734
,OAT,1.127568813,1.84E-14
,WDR3,-0.342243988,0.001008623
,PKN2,0.145051593,0.342220175
,WDR18,-0.888295353,2.99E-09
,TRAM2,0.11459869,0.431703301
,NTN1,0.847452579,0.142307428
,GLP2R,0.196689077,NA
,MCM10,-1.236259617,1.98E-20
,DGKA,0.635008886,9.82E-08
,ERBB3,-0.016835637,0.983256196
,ROPN1,0.013999283,NA
,ANKRD44,1.158410374,1.32E-24
,KARS1,-0.34777884,0.000412632
,ADAT1,0.008486765,0.969385125
,PDIA5,-0.504398083,1.29E-05
,TBC1D22B,-0.039247287,0.88459427
,NDUFB4,-0.64867307,1.93E-10
,SPEN,0.260176134,0.028683551
,MYLK,-0.14552992,0.80935561
,ZC3H15,-0.328810136,0.000252111
,MAP2K4,0.159830435,0.347501753
,PACC1,-0.195644909,0.124524567
,SNAP91,3.976116992,6.03E-25
,SLK,0.266863357,0.02957931
,CYB5R4,0.325011231,0.005315891
,COL17A1,0,NA
,GSTO2,-0.320713731,0.594645075
,SEC61A2,-1.315561524,1.35E-12
,PRKCQ,-0.617407867,0.240975098
,TLE2,-0.090470245,NA
,ASB1,0.327842815,0.001493378
,FAM107B,-0.784131143,1.41E-09
,ME1,-0.521820928,0.020161841
,TBC1D1,0.14235425,0.2911837
,CDK13,-0.012915993,0.950565158
,MTHFD2,-0.386745704,0.000272441
,SLC9A7,-0.553922749,0.079344205
,FOXJ2,0.41452549,2.33E-05
,YBX1,-0.041653425,0.734680399
,PDE4A,-0.389038568,0.068978134
,PPP2R5A,0.454630795,4.38E-05
,CTNNA2,-0.970610674,0.000500553
,ELAVL1,-0.651102179,1.96E-12
,TIE1,-0.887638747,0.033800929
,DIP2B,0.034127247,0.888603841
,SMARCD1,-0.110090695,0.408148121
,KDM4A,-0.049369456,0.822242486
,NFYC,-0.043849055,0.778235802
,ZMYND12,0.255051693,0.591231962
,SLC9A3,0.409190392,0.177573956
,NGEF,-0.238969177,0.768768448
,ASPM,-0.51580243,0.001528665
,CD84,0.853384134,1.29E-13
,ELOVL1,0.030878214,0.860299587
,SPI1,0.288252071,0.01756974
,ZNRD1,-0.307597842,0.112749343
,MPPED2,-1.515900458,1.11E-13
,CLDN18,-0.052656811,0.960200324
,ZBTB11,0.571268561,1.05E-05
,ATXN3,0.012503548,0.95249007
,GOLGA5,0.081951582,0.640380591
,FGFR2,1.127448623,0.034576236
,LRRC40,0.0297183,0.925849695
,ISOC1,-0.691824978,2.37E-07
,EML1,-0.164645799,NA
,TRMT11,-0.178753146,0.537775598
,THUMPD1,-0.14745968,0.229441708
,MSANTD3,-0.705544084,0.000129326
,KIF26A,-0.458321425,0.500237209
,ATG2B,0.219752469,0.0944301
,ARFGEF1,0.820885169,3.20E-11
,ACSM2B,-0.031718829,NA
,ZFAT,-0.156681198,0.534836785
,MTFR1,-0.031790126,0.889367505
,STAG3,0.904248514,0.023675608
,FECH,-0.514883028,2.20E-06
,MYO9A,-0.117848443,0.4851614
,DDX3Y,1.34174128,0.004144394
,PFKP,-0.38971698,0.000471676
,IDI1,-0.57038449,3.44E-05
,SP100,0.468199946,4.03E-07
,KLF6,-0.019638505,0.930276257
,PLPP1,-0.372785648,0.325967705
,NEO1,-1.81241341,4.06E-37
,TRAM1,-0.163525074,0.147954462
,PHKA1,-1.4521518,3.24E-06
,TNFRSF1A,0.310577592,0.000325671
,CACNB1,-0.009245461,0.974692446
,EVI5,0.427369982,0.002866821
,STOML1,-0.169764133,0.553733134
,PKM,-0.259261348,0.007124847
,DHX29,0.108307133,0.510307275
,DNTTIP2,-0.380562128,0.000103125
,METTL22,0.279593992,0.0541301
,TP53BP1,-0.520384891,7.50E-05
,TRO,-1.141353525,1.28E-11
,RRP15,-0.384312226,0.026826583
,RHOA,-0.127998258,0.174557693
,DHX8,0.150477742,0.227869468
,PMS2P4,0.004659946,0.994008734
,PRKCZ,1.18075575,0.000171033
,ZFY,0.145191982,NA
,IARS2,-0.016539489,0.942921059
,SYT1,1.119722112,0.012571179
,NAV3,0.682761918,0.061713247
,IDH3G,0.296239408,0.027876765
,ROGDI,1.556594881,1.74E-66
,PDZD4,-0.271359707,NA
,ATP2B3,-0.692421203,0.168667616
,ROCK1,0.113046039,0.412684583
,CBFB,-0.196314058,0.099514701
,PDK3,0.254141425,0.100546824
,HYAL2,-0.128077985,0.610569654
,HDAC4,0.721120353,1.94E-17
,RASSF1,0.031851086,0.877710084
,FGFR3,0.285192634,0.721236733
,IFI35,0.596764861,1.46E-05
,HEATR6,0.000569645,0.998696799
,COASY,-0.190780294,0.133281304
,PLEKHH3,0.4970661,0.149701052
,MEF2A,0.540870381,0.001557914
,OTUD5,-0.0550706,0.731150793
,TFE3,0.145461677,0.353984912
,TBC1D25,-0.34710809,0.073713911
,ACSL4,0.538773354,3.72E-05
,INPP5A,-0.589774038,8.83E-06
,GPKOW,-0.315034444,0.071276836
,GRIPAP1,0.136702706,0.249937781
,FTSJ1,-0.495052473,2.41E-05
,PRR11,-0.385237518,0.001240516
,REEP1,-1.562681436,0.000104969
,ATP11A,1.052548366,7.72E-15
,POLR1A,-0.358392878,8.85E-05
,LAPTM4A,0.09818059,0.398892884
,TTC7A,0.656560129,1.15E-11
,IP6K2,-0.436161327,2.16E-05
,STON1-GTF2A1L,NA,NA
,SRBD1,-0.41899929,0.005829894
,KIF2A,-0.113136591,0.522967322
,RASGRP2,-0.034263721,0.883842912
,PSME4,-0.065671227,0.677840087
,IFT80,-0.704987682,6.28E-09
,SIRT2,0.242694567,0.156517585
,ERLEC1,0.165922398,0.227869468
,PPP2R5B,0.072137495,0.846091494
,PYGM,-0.134256854,0.737060134
,PAGE1,NA,NA
,PITX1,-0.316878376,0.530553237
,TRPC7,0,NA
,MAST4,0.131289081,0.62759105
,ADGRF5,0.041983092,NA
,SDK2,0.418183645,0.554371885
,ADAM7,-0.035934303,NA
,NUP133,-0.195898476,0.145138266
,NUCKS1,-0.286824371,0.012612201
,VPS35,-0.197987089,0.038777977
,DNAJA2,0.274240835,0.001910467
,BCL3,-0.262014356,0.279383771
,KCNAB2,0.600497525,6.14E-11
,ABCC9,0,NA
,GAL,-0.204495617,0.793711203
,CLEC2D,-0.527770662,5.36E-05
,FUNDC1,-0.384899788,0.027133357
,MAOB,0.026549563,0.973008773
,RORA,-0.45391447,0.369459273
,DRD4,-0.157731713,0.863440991
,TGFBR3,-0.377195949,0.398958747
,PLA2G10,0.177337608,0.842066923
,HES2,0.265729684,0.704993338
,ATP1B3,-0.277145647,0.02644732
,NEDD4,0.473912318,0.14902175
,PIGB,0.601654445,5.20E-05
,MAPK6,-0.444533935,0.002766592
,GNB5,-2.52054957,7.02E-65
,RAB27A,0.932173979,3.91E-20
,HDHD5,0.865092544,4.37E-13
,UFD1,-0.450230833,5.82E-05
,LRP6,-0.490301923,0.144699687
,GUCY2C,0.449137747,0.490551123
,SCT,0.007457737,NA
,PHRF1,-0.287238135,0.027157814
,ELP1,-0.193195465,0.068988114
,NUCB2,-0.900295568,4.68E-28
,PFN2,-0.766435317,0.103972576
,PTPN3,-0.049387738,0.953932031
,SPTB,-0.786553672,0.183794631
,DAPP1,1.416515271,5.06E-19
,FGF10,0.041983092,NA
,SLC44A1,-0.040946469,0.844811309
,TMEM260,0.10036898,0.590361309
,SMG6,0.231283323,0.29445082
,EXOC5,-0.131580427,0.42323104
,CLTCL1,0.063188694,0.687818879
,FGF22,-0.062505221,NA
,FSTL3,0.853232238,2.66E-05
,DGCR2,0.504276325,5.59E-06
,RNF126,0.147199876,0.389113039
,MNT,0.173049618,0.3601679
,ZXDC,0.187638447,0.119339642
,JMJD6,0.26865067,0.047817482
,POLB,-0.876930216,1.34E-12
,ST6GALNAC1,0,NA
,WIPI1,1.677496083,3.07E-11
,FRMPD1,0.863376394,0.109815637
,GBA2,0.092203597,0.487339151
,NDST1,1.025252371,9.76E-22
,ASNS,-0.37964311,0.014052543
,AP3M2,-0.111843707,0.561042553
,CNGB1,2.161594548,2.34E-08
,ST6GALNAC2,1.154282407,0.000165275
,CHAT,0,NA
,PABPC1,0.39445404,1.43E-09
,TESK2,0.143634508,0.630628498
,CFAP20,-0.622590601,1.61E-07
,CSNK2A2,0.291424259,0.049504143
,PTPN21,0.043265301,0.964595317
,EIF2B3,-0.574912889,3.79E-05
,CAMK2A,0.233234479,0.678777524
,TCOF1,-0.702386528,1.78E-06
,CDC42,0.014951699,0.932005115
,OSBPL3,-1.203371304,2.67E-15
,EPHA8,0.247685667,0.717640453
,SLC12A3,-0.901144182,0.101538085
,RAD18,-0.731668478,1.91E-07
,ATP2B1,0.247420716,0.06136503
,TRPM5,0.575321976,0.378228414
,NCK2,-1.025258672,3.25E-15
,MAP4K4,-0.511978201,5.71E-12
,MGAT4A,0.749184375,2.75E-06
,RPL31,0.343805282,1.66E-05
,WDR1,-0.217388701,0.015394841
,SNX13,0.490451656,0.000202315
,MS4A12,0.041983092,NA
,ARHGAP10,1.300841045,0.010641522
,RPS6KA2,0.508606884,0.37489664
,ING3,0.222393561,0.249748477
,VASH1,0.092814278,0.716330782
,LMCD1,-1.527592623,6.25E-05
,BUD23,-0.456110249,3.28E-05
,SEL1L,0.696635709,4.59E-11
,TRIP13,-0.214508973,0.172346525
,ATP6AP1,0.290616007,0.000960073
,TCF3,-1.114423745,1.55E-25
,TRIB2,0.411955136,0.571606765
,DAZAP1,-0.506909052,9.25E-07
,MBD3,-0.807931176,1.71E-11
,PRLH,NA,NA
,HLTF,-0.548250854,3.28E-07
,FAM50A,-0.226058631,0.11865765
,FAM3A,0.125781083,0.533300098
,CPSF1,-0.251562236,0.03778054
,MYO3B,0.02771105,0.972429187
,CYBRD1,-0.314114657,0.062682605
,CDH19,0.041983092,NA
,PDCD2,-0.177477058,0.085777061
,SLC6A15,-0.78998524,0.111978084
,RDH11,-0.193038552,0.170927668
,PRKACA,0.972060416,1.14E-19
,ADGRL1,-0.526451117,0.000205846
,SPP2,-0.344608422,NA
,ACTN1,0.137943712,0.208170341
,ZFYVE26,1.025386918,1.22E-30
,RPS6KA6,0,NA
,EPN2,-0.17296123,0.6233896
,PTPN18,0.463969706,4.15E-08
,LIMS2,0.054899698,0.953309535
,ASIC4,0.279516944,0.727831614
,SPEG,0.838179014,0.092520049
,LNX1,0.1336287,0.853361512
,ALDH3A2,-0.258534346,0.003732787
,TFRC,-0.809763727,2.11E-15
,SREBF1,-0.76785588,0.001086269
,TRPC5,0.073976584,NA
,AFF4,0.518142082,4.32E-05
,UBE2D1,0.107759894,0.655335042
,MPP5,0.105533372,0.753456868
,RHOBTB1,-0.906501483,2.92E-09
,SMC1A,-0.226339344,0.084310169
,HSD17B10,-0.532805821,2.89E-05
,MARK2,0.254425693,0.024722641
,HMMR,-0.691257766,1.25E-05
,CHFR,0.583297537,4.13E-08
,TRHDE,0.23781391,0.67474554
,P4HA2,-0.503679683,0.064056792
,FCGR2B,0.514174918,0.001038876
,NFATC3,0.151409856,0.355274403
,TRNT1,-0.350446559,0.005804363
,ACADVL,0.225862315,0.087824709
,STK10,0.251898661,0.02292438
,FBXW11,0.125640206,0.523643688
,ACAP1,0.425740207,0.001253296
,CRMP1,0.172631684,NA
,EVC,0,NA
,DERL2,-0.100827961,0.57868828
,SIDT1,-0.156415841,0.674198841
,NDE1,0.137331474,0.405860931
,MRVI1,1.432252835,1.61E-10
,TMEM38A,0.733202247,0.169527799
,AP1M1,-0.046206935,0.811541562
,PVR,-0.400918937,0.023736523
,XRCC1,-0.443058957,0.001354752
,SCARB1,0.00300764,0.985037049
,CYP2W1,-0.06856979,NA
,MCM2,-1.076436214,2.87E-12
,MOV10L1,0.041983092,NA
,PANX2,1.286465037,0.011063592
,SELENOO,0.305932387,0.053037169
,TP63,1.603053303,4.28E-05
,ALPK1,0.703458703,8.46E-08
,LLGL2,0.055255118,0.861249968
,PDE8A,-0.347544952,0.088087379
,CLCN4,0.148951712,0.811342491
,NLE1,-0.624547508,9.67E-05
,SDHA,-0.205684948,0.106300671
,SMARCE1,-0.478522471,6.16E-08
,FNDC8,-0.281554114,0.709217937
,GSDMB,-0.230725052,0.44730301
,KDM5A,0.109689711,0.341401469
,ADAM11,0.902587625,0.001640797
,PPP2R3A,0.039307553,0.948466187
,FERMT2,0.418787507,0.54321345
,ABCB11,0.555672472,0.223470467
,DHRS9,-0.288452419,0.018815872
,CD5L,-0.04257231,0.96486025
,PTGS2,-0.531288115,0.27583307
,IGF2BP2,0.136173934,0.778046384
,MAP3K13,-0.17036407,0.34236541
,ST6GAL1,-0.265149795,0.056280056
,TBX21,-0.169958315,NA
,VDAC1P1,0.018326368,0.977905464
,FRY,1.325592195,6.84E-23
,PICALM,0.938864814,2.96E-20
,NSF,0.516098975,0.000133617
,GLI2,-1.374141688,0.00732368
,CLASP1,-0.069192241,0.634430218
,MRPS34,-0.616216132,6.92E-06
,NOTCH3,0.116115778,0.87107962
,CLNS1A,0.087510586,0.519820215
,PPP2R2C,0,NA
,TEAD2,0.626292098,0.322353853
,EED,0.030023705,0.888864773
,CDHR2,0.914259342,0.043032268
,SNCB,NA,NA
,TSG101,-0.322781512,0.001274911
,NCBP3,0.397313552,8.69E-09
,ATP2A3,0.416530357,1.69E-06
,CA12,0.126679594,0.855796575
,MGLL,-0.56108301,7.02E-10
,NTN4,0.228491844,0.769054883
,BCS1L,-0.375406599,0.007809586
,NUAK1,0.248323661,0.49741256
,DPP8,0.296444537,0.013988772
,SLC24A1,0.535815473,0.009959589
,ZNF532,-0.074353063,0.668716141
,SCARF1,0.816939266,2.95E-05
,LMAN1,-0.43794632,0.000300434
,HACD3,-0.569055607,1.11E-06
,IPCEF1,1.075508112,1.21E-20
,ZZEF1,0.441076066,6.14E-06
,NOX3,-0.320152196,0.566030106
,ENO1,-0.261511678,0.008984982
,SLC12A1,1.881469244,1.42E-06
,MYDGF,-0.466021335,0.000844192
,ANO8,-0.165618195,0.350382705
,TUBE1,-0.210767017,0.234509332
,ARHGEF10L,0.606503976,1.54E-10
,TXK,-0.66625334,0.001738346
,WSCD2,-1.130922607,0.019218373
,KCNQ2,-0.102130626,0.886429327
,TACR2,1.42946717,0.00023815
,ACTR6,-0.187841825,0.292287821
,TIPIN,-0.651149216,0.000145017
,SRI,-0.238343417,0.030806623
,EIF4G3,-0.244217584,0.010094685
,NUP37,-0.235800574,0.171442604
,SEMA3A,1.83927819,0.000124069
,GTSE1,-0.605371662,1.00E-07
,SEMA3C,1.62414368,0.001152228
,TTC38,0.088539503,0.644838106
,ACAT1,-0.504453678,1.01E-07
,GRAMD4,0.281405661,0.039803784
,CELSR1,-1.206806373,2.15E-16
,WNT8B,0.762786997,0.099407228
,ZNF638,-0.179205655,0.121707084
,SLC25A40,-0.116848366,0.465931504
,TIMM21,-0.636567306,2.17E-10
,ADD2,-0.524670541,7.55E-05
,FGF4,NA,NA
,RASAL2,-1.016038053,8.16E-08
,VPS9D1,-0.152891657,0.559560336
,ZNF37A,-0.127279919,0.422159246
,MARK3,0.099477182,0.504909258
,SLC25A3,-0.107447506,0.281814767
,FNDC3B,1.315436754,1.49E-27
,FOSL2,-0.138984017,0.458633775
,CACNG5,-1.449506914,0.003464531
,CACNG4,-0.078720185,0.910399719
,FRYL,0.106282726,0.442477909
,TMEM131,0.415351826,0.000145444
,FSCN1,0.694788242,0.00248691
,ACTB,-0.272351594,0.001710339
,MOCOS,0.494760034,0.334362864
,PLD1,0.980702051,2.59E-10
,ATP12A,-0.347529183,0.595297759
,WDR62,-0.73240047,5.05E-09
,DLG1,-0.122700714,0.439898303
,RAB7A,0.066463377,0.609233035
,BCAP29,-0.3476833,0.590566024
,SEC31B,0.670606,2.97E-07
,SART3,-0.219528958,0.027588701
,ARHGAP15,-0.055031791,0.740147055
,TUBA3D,-0.272564372,0.674510463
,PAX2,-0.031718829,NA
,EXOSC7,-0.454522615,0.007306016
,KIFAP3,0.159904791,0.596058258
,MKRN2,0.02789084,0.896402142
,MCM6,-1.170809794,1.91E-22
,REXO2,-0.672371519,5.88E-07
,RBM7,-0.083798209,0.664251659
,RBMS2,0.635341018,2.06E-05
,BAZ2A,0.591346878,2.53E-11
,PTPN23,0.143713669,0.409105609
,MLH1,-0.397762617,0.000582837
,UNG,-1.143646633,1.20E-18
,FMO4,0.524765731,0.019769589
,KLHL20,0.234666772,0.169142096
,RGS11,0.012600531,NA
,SLC46A1,-0.826935255,8.76E-09
,PLXNA2,-0.439566504,0.178607535
,SPAG5,-0.54283509,9.10E-10
,ANKRD13A,0.171688227,0.189847162
,TPD52,-1.140553512,6.26E-06
,ACACB,0.211742208,0.054834478
,TRAF4,-1.885232277,1.48E-17
,PAG1,-0.461855716,0.002944642
,GPATCH1,-0.144392004,0.416034715
,ICAM3,0.142224883,0.610169495
,NT5C2,0.322826579,0.011083036
,MCAM,0.354975174,0.538817591
,GPC4,0.264361608,0.628178874
,MBNL3,0.366232502,0.009053205
,CAMSAP3,1.848459616,9.97E-10
,RAP1GAP,0.034773094,0.970024144
,XAB2,-0.203102544,0.113665727
,ARHGEF1,0.278961005,0.044375234
,STXBP2,0.385103434,0.000263196
,MAP2K7,-0.011787087,0.962879649
,NMRK2,NA,NA
,DGKD,0.35112761,7.48E-06
,CTTNBP2,-0.065549356,0.942909607
,ACTL6B,0,NA
,RARB,0.021489677,0.971097169
,TOP2B,-0.835296593,9.35E-17
,TM9SF3,0.297084221,0.009774828
,NFKB2,1.260277775,2.26E-28
,UBE2T,-1.09654079,9.09E-16
,PPP1R12B,-0.180875669,0.288088317
,DNAJC10,1.273808737,1.61E-30
,GTF3C1,-0.308985463,0.002753146
,IL4R,0.090492052,0.633027504
,USP33,0.11376553,0.418818541
,PAK3,0.130663691,0.880634679
,CAPN6,0.706381761,0.172740105
,DCX,0.950968871,0.084242603
,SNRPA,-0.655994744,2.16E-08
,SPAG6,-0.031810273,0.970587551
,EXOSC5,-0.890133906,6.36E-11
,DYNC1I2,-0.491885195,3.49E-06
,APBB1IP,0.430793982,9.13E-06
,LRCH4,0.082855279,0.666090396
,FAM76B,0.220254363,0.084458512
,SIRT6,0.175483663,0.394844379
,TYR,NA,NA
,POLD3,-0.224097149,0.066320666
,ACTN2,-0.781647554,0.025814175
,CAPZB,-0.377135593,5.91E-05
,GPR137B,1.13610504,6.13E-10
,NAALAD2,0.273289468,0.596981198
,JADE1,-0.328364064,0.00101611
,SLC25A43,-0.215760667,0.169228742
,UBE2A,-0.354733588,3.22E-05
,FGFR1,-1.499020357,1.13E-10
,FKBP6,-0.069702708,NA
,SMC1B,-0.286609154,0.204099346
,FBLN1,0.426820725,0.553056506
,ITGA8,0,NA
,CST7,2.210896917,6.09E-20
,MAP2,-0.162034928,0.830547308
,PIAS2,0.020695536,0.944856658
,AMPH,0.479107628,0.299836097
,ARAF,0.136127792,0.203386688
,MCCC1,0.421944317,0.00013206
,LAMP3,-0.359869436,0.632504007
,FAP,0.246170167,0.71655103
,NEBL,0.021777576,0.97475401
,ACER3,0.604705525,4.70E-10
,UBE2K,-0.040304294,0.848535685
,PIK3C3,0.051496311,0.797462322
,N4BP2,-0.035388331,0.893202043
,TIGAR,0.40483929,0.001527275
,TULP3,-0.990103561,0.000163122
,SYNJ2,-0.761399485,1.63E-06
,ADCY2,-0.080655046,0.919096712
,PPP2R5C,0.12504539,0.410703471
,PMS2P1,-0.495765582,0.014683464
,RBFOX1,0,NA
,GNB1,-0.080534954,0.500667935
,HOXA9,-1.509815563,6.28E-40
,EDN1,0.57070979,0.386329398
,MLLT10,-0.005450882,0.978285778
,ZCWPW1,-0.054802557,0.842665396
,ADCYAP1R1,-0.043998095,NA
,FGF20,0,NA
,P2RY10,0.271145327,0.735022054
,ITM2A,0.151096403,NA
,NRDC,0.12339755,0.215339754
,VDAC3,0.135110447,0.188683378
,PCM1,0.008019204,0.970409024
,TNRC6C,-0.07555786,0.766072988
,CBFA2T2,0.254731603,0.074315713
,BRINP1,NA,NA
,ITCH,0.083632996,0.651692355
,PKD2L2,-0.039120512,0.966943122
,TP53INP2,-2.471037172,5.12E-34
,SDF4,-0.08714283,0.633212049
,MYH7B,-0.037190539,0.930965582
,BPIFB2,NA,NA
